control_id,title,statement,applicability,group_path
"ism-2093","Control: ism-2093","Role-based access controls are implemented for artificial intelligence applications to restrict access to sensitive data.","NC,OS,P,S,TS","Guidelines for software development > Artificial intelligence application development > Excessive agency"
"ism-1924","Control: ism-1924","Generative artificial intelligence applications evaluate user prompts to detect and mitigate adversarial inputs or suffixes designed to elicit unintended behaviour or assist in the generation of sensitive or harmful content.","NC,OS,P,S,TS","Guidelines for software development > Artificial intelligence application development > Prompt injection"
"ism-2094","Control: ism-2094","Content filtering is implemented by artificial intelligence applications to detect and block sensitive data exposure and improper output.","NC,OS,P,S,TS","Guidelines for software development > Artificial intelligence application development > Sensitive data exposure and improper output"
"ism-1922","Control: ism-1922","The OWASP Mobile Application Security Verification Standard is used in the development of mobile applications.","NC,OS,P,S,TS","Guidelines for software development > Mobile application development > Secure mobile application development"
"ism-1239","Control: ism-1239","Robust web application frameworks are used in the development of web applications.","NC,OS,P,S,TS","Guidelines for software development > Web application development > Secure web application design and development"
"ism-0971","Control: ism-0971","The OWASP Application Security Verification Standard is used in the development of web applications.","NC,OS,P,S,TS","Guidelines for software development > Web application development > Secure web application design and development"
"ism-1849","Control: ism-1849","The OWASP Top 10 Proactive Controls are used in the development of web applications.","NC,OS,P,S,TS","Guidelines for software development > Web application development > Secure web application design and development"
"ism-1850","Control: ism-1850","The OWASP Top 10 are mitigated in the development of web applications.","NC,OS,P,S,TS","Guidelines for software development > Web application development > Secure web application design and development"
"ism-2063","Control: ism-2063","If supported, web application session cookies set the HttpOnly flag, Secure flag and the SameSite flag by default.","NC,OS,P,S,TS","Guidelines for software development > Web application development > Secure web application design and development"
"ism-2064","Control: ism-2064","Web application session cookies contain only digitally signed opaque bearer tokens.","NC,OS,P,S,TS","Guidelines for software development > Web application development > Secure web application design and development"
"ism-2065","Control: ism-2065","Web application session cookies using opaque bearer tokens that are not digitally signed use non-sequential random identifiers with a minimum of 128 bits of entropy, preferably 256 bits of entropy.","NC,OS,P,S,TS","Guidelines for software development > Web application development > Secure web application design and development"
"ism-2066","Control: ism-2066","Web application sessions are centrally managed server side.","NC,OS,P,S,TS","Guidelines for software development > Web application development > Secure web application design and development"
"ism-2067","Control: ism-2067","Web applications that support Single Sign On equally support Single Logout.","NC,OS,P,S,TS","Guidelines for software development > Web application development > Secure web application design and development"
"ism-1424","Control: ism-1424","Content-Security-Policy, Hypertext Transfer Protocol Strict Transport Security and X-Frame-Options are specified by web server software via security policy in response headers.","NC,OS,P,S,TS","Guidelines for software development > Web application development > Web security policy response headers"
"ism-1552","Control: ism-1552","All web application content is offered exclusively using HTTPS.","NC,OS,P,S,TS","Guidelines for software development > Web application development > Web application interactions"
"ism-1851","Control: ism-1851","The OWASP API Security Top 10 are mitigated in the development of web APIs.","NC,OS,P,S,TS","Guidelines for software development > Web application development > Web application programming interfaces"
"ism-1241","Control: ism-1241","Output encoding is performed on all output produced by web applications.","NC,OS,P,S,TS","Guidelines for software development > Web application development > Web application output encoding"
"ism-1269","Control: ism-1269","Database servers and web servers are functionally separated.","NC,OS,P,S,TS","Guidelines for database systems > Database servers > Functional separation between database servers and web servers"
"ism-1277","Control: ism-1277","Data communicated between database servers and web servers is encrypted.","NC,OS,P,S,TS","Guidelines for database systems > Database servers > Communications between database servers and web servers"
"ism-1270","Control: ism-1270","Database servers are placed on a different network segment to user workstations.","NC,OS,P,S,TS","Guidelines for database systems > Database servers > Network environment"
"ism-1271","Control: ism-1271","Network access controls are implemented to restrict database server communications to strictly defined network resources that require access to the database server.","NC,OS,P,S,TS","Guidelines for database systems > Database servers > Network environment"
"ism-1272","Control: ism-1272","If only local access to a database is required, networking functionality of database management system applications are disabled or directed to listen solely to the localhost interface.","NC,OS,P,S,TS","Guidelines for database systems > Database servers > Network environment"
"ism-1273","Control: ism-1273","Database servers for development, testing, staging and production environments are segregated.","NC,OS,P,S,TS","Guidelines for database systems > Database servers > Segregation of development, testing, staging and production database servers"
"ism-1243","Control: ism-1243","A database register is developed, implemented, maintained and verified on a regular basis.","NC,OS,P,S,TS","Guidelines for database systems > Databases > Database register"
"ism-1256","Control: ism-1256","File-based access controls are applied to database files.","NC,OS,P,S,TS","Guidelines for database systems > Databases > Protecting databases"
"ism-0393","Control: ism-0393","Databases and their contents are classified based on the sensitivity or classification of data that they contain.","NC,OS,P,S,TS","Guidelines for database systems > Databases > Protecting database contents"
"ism-1255","Control: ism-1255","Database users’ ability to access, insert, modify and remove database contents is restricted based on their work duties.","NC,OS,P,S,TS","Guidelines for database systems > Databases > Protecting database contents"
"ism-1268","Control: ism-1268","The need-to-know principle is enforced for database contents through the application of minimum privileges, database views, database roles and data tokenisation.","NC,OS,P,S,TS","Guidelines for database systems > Databases > Protecting database contents"
"ism-1274","Control: ism-1274","Database contents from production environments are not used in non-production environments unless the non-production environment is secured to at least the same level as the production environment.","NC,OS,P,S,TS","Guidelines for database systems > Databases > Segregation of development, testing, staging and production databases"
"ism-1537","Control: ism-1537","Security-relevant events for databases are centrally logged, including:

- access or modification of particularly important content
- addition of new users, especially privileged users
- changes to user roles or privileges
- attempts to elevate user privileges
- queries containing comments
- queries containing multiple embedded queries
- database and query alerts or failures
- database structure changes
- database administrator actions
- use of executable commands
- database logons and logoffs.","NC,OS,P,S,TS","Guidelines for database systems > Databases > Database event logging"
"ism-0264","Control: ism-0264","An email usage policy is developed, implemented and maintained.","NC,OS,P,S,TS","Guidelines for email > Email usage > Email usage policy"
"ism-0267","Control: ism-0267","Access to non-approved webmail services is blocked.","NC,OS,P,S,TS","Guidelines for email > Email usage > Webmail services"
"ism-0270","Control: ism-0270","Protective markings are applied to emails and reflect the highest sensitivity or classification of the subject, body and attachments.","NC,OS,P,S,TS","Guidelines for email > Email usage > Protective markings for emails"
"ism-0271","Control: ism-0271","Protective marking tools do not automatically insert protective markings into emails.","NC,OS,P,S,TS","Guidelines for email > Email usage > Protective marking tools"
"ism-0272","Control: ism-0272","Protective marking tools do not allow users to select protective markings that a system has not been authorised to process, store or communicate.","NC,OS,P,S,TS","Guidelines for email > Email usage > Protective marking tools"
"ism-1089","Control: ism-1089","Protective marking tools do not allow users replying to or forwarding emails to select protective markings lower than previously used.","NC,OS,P,S,TS","Guidelines for email > Email usage > Protective marking tools"
"ism-0565","Control: ism-0565","Email servers are configured to block, log and report emails with inappropriate protective markings.","NC,OS,P,S,TS","Guidelines for email > Email usage > Handling emails with inappropriate, invalid or missing protective markings"
"ism-1023","Control: ism-1023","The intended recipients of blocked inbound emails, and the senders of blocked outbound emails, are notified.","NC,OS,P,S,TS","Guidelines for email > Email usage > Handling emails with inappropriate, invalid or missing protective markings"
"ism-0269","Control: ism-0269","Emails containing Australian Eyes Only, Australian Government Access Only or Releasable To data are not sent to email distribution lists unless the nationality of all members of email distribution lists can be confirmed.","S,TS","Guidelines for email > Email usage > Email distribution lists"
"ism-0569","Control: ism-0569","Emails are routed via centralised email gateways.","NC,OS,P,S,TS","Guidelines for email > Email gateways and servers > Centralised email gateways"
"ism-0571","Control: ism-0571","When users send or receive emails, an authenticated and encrypted channel is used to route emails via their organisation’s centralised email gateways.","NC,OS,P,S,TS","Guidelines for email > Email gateways and servers > Centralised email gateways"
"ism-0570","Control: ism-0570","Where backup or alternative email gateways are in place, they are maintained at the same standard as the primary email gateway.","NC,OS,P,S,TS","Guidelines for email > Email gateways and servers > Email gateway maintenance activities"
"ism-0567","Control: ism-0567","Email servers only relay emails destined for or originating from their domains (including subdomains).","NC,OS,P,S,TS","Guidelines for email > Email gateways and servers > Open relay email servers"
"ism-0572","Control: ism-0572","Opportunistic TLS encryption is enabled on email servers that make incoming or outgoing email connections over public network infrastructure.","NC,OS,P,S,TS","Guidelines for email > Email gateways and servers > Email server transport encryption"
"ism-1589","Control: ism-1589","MTA-STS is enabled to prevent the unencrypted transfer of emails between email servers.","NC,OS,P,S,TS","Guidelines for email > Email gateways and servers > Email server transport encryption"
"ism-0574","Control: ism-0574","SPF is used to specify authorised email servers (or lack thereof) for an organisation’s domains (including subdomains).","NC,OS,P,S,TS","Guidelines for email > Email gateways and servers > Sender Policy Framework"
"ism-1183","Control: ism-1183","A hard fail SPF record is used when specifying authorised email servers (or lack thereof) for an organisation’s domains (including subdomains).","NC,OS,P,S,TS","Guidelines for email > Email gateways and servers > Sender Policy Framework"
"ism-1151","Control: ism-1151","SPF is used to verify the authenticity of incoming emails.","NC,OS,P,S,TS","Guidelines for email > Email gateways and servers > Sender Policy Framework"
"ism-0861","Control: ism-0861","DKIM signing is enabled on emails originating from an organisation’s domains (including subdomains).","NC,OS,P,S,TS","Guidelines for email > Email gateways and servers > DomainKeys Identified Mail"
"ism-1026","Control: ism-1026","DKIM signatures on incoming emails are verified.","NC,OS,P,S,TS","Guidelines for email > Email gateways and servers > DomainKeys Identified Mail"
"ism-1027","Control: ism-1027","Email distribution list applications used by external senders is configured such that it does not break the validity of the sender’s DKIM signature.","NC,OS,P,S,TS","Guidelines for email > Email gateways and servers > DomainKeys Identified Mail"
"ism-1540","Control: ism-1540","DMARC records are configured for an organisation’s domains (including subdomains) such that emails are rejected if they do not pass DMARC checks.","NC,OS,P,S,TS","Guidelines for email > Email gateways and servers > Domain-based Message Authentication, Reporting and Conformance"
"ism-1799","Control: ism-1799","Incoming emails are rejected if they do not pass DMARC checks.","NC,OS,P,S,TS","Guidelines for email > Email gateways and servers > Domain-based Message Authentication, Reporting and Conformance"
"ism-1234","Control: ism-1234","Email content filtering is implemented to filter potentially harmful content in email bodies and attachments.","NC,OS,P,S,TS","Guidelines for email > Email gateways and servers > Email content filtering"
"ism-1502","Control: ism-1502","Emails arriving via an external connection where the email source address uses an internal domain, or internal subdomain, are blocked at the email gateway.","NC,OS,P,S,TS","Guidelines for email > Email gateways and servers > Blocking suspicious emails"
"ism-1024","Control: ism-1024","Notifications of undeliverable emails are only sent to senders that can be verified via SPF or other trusted means.","NC,OS,P,S,TS","Guidelines for email > Email gateways and servers > Notifications of undeliverable emails"
"ism-0518","Control: ism-0518","Network documentation is developed, implemented and maintained.","NC,OS,P,S,TS","Guidelines for networking > Network design and configuration > Network documentation"
"ism-0516","Control: ism-0516","Network documentation includes high-level network diagrams showing all connections into networks and logical network diagrams showing all critical servers, high-value servers, network devices and network security appliances.","NC,OS,P,S,TS","Guidelines for networking > Network design and configuration > Network documentation"
"ism-1912","Control: ism-1912","Network documentation includes device settings for all critical servers, high-value servers, network devices and network security appliances.","NC,OS,P,S,TS","Guidelines for networking > Network design and configuration > Network documentation"
"ism-1178","Control: ism-1178","Network documentation provided to a third party, or published in public tender documentation, only contains details necessary for other parties to undertake contractual services.","NC,OS,P,S,TS","Guidelines for networking > Network design and configuration > Network documentation"
"ism-1181","Control: ism-1181","Networks are segregated into multiple network zones according to the criticality of servers, services and data.","NC,OS,P,S,TS","Guidelines for networking > Network design and configuration > Network segmentation and segregation"
"ism-1577","Control: ism-1577","An organisation’s networks are segregated from their service providers’ networks.","NC,OS,P,S,TS","Guidelines for networking > Network design and configuration > Network segmentation and segregation"
"ism-1532","Control: ism-1532","VLANs are not used to separate network traffic between an organisation’s networks and public network infrastructure.","NC,OS,P,S,TS","Guidelines for networking > Network design and configuration > Using Virtual Local Area Networks"
"ism-0529","Control: ism-0529","VLANs are not used to separate network traffic between networks belonging to different security domains.","NC,OS,P,S,TS","Guidelines for networking > Network design and configuration > Using Virtual Local Area Networks"
"ism-0530","Control: ism-0530","Network devices managing VLANs are administered from the most trusted security domain.","NC,OS,P,S,TS","Guidelines for networking > Network design and configuration > Using Virtual Local Area Networks"
"ism-0535","Control: ism-0535","Network devices managing VLANs belonging to different security domains do not share VLAN trunks.","NC,OS,P,S,TS","Guidelines for networking > Network design and configuration > Using Virtual Local Area Networks"
"ism-1364","Control: ism-1364","Network devices managing VLANs terminate VLANs belonging to different security domains on separate physical network interfaces.","NC,OS,P,S,TS","Guidelines for networking > Network design and configuration > Using Virtual Local Area Networks"
"ism-2068","Control: ism-2068","Internet connectivity for networked devices is strictly limited to those that require access.","NC,OS,P,S,TS","Guidelines for networking > Network design and configuration > Functional separation between networked devices and the internet"
"ism-1863","Control: ism-1863","Networked management interfaces for IT equipment are not directly exposed to the internet.","NC,OS,P,S,TS","Guidelines for networking > Network design and configuration > Networked management interfaces"
"ism-0385","Control: ism-0385","Servers maintain effective functional separation with other servers allowing them to operate independently.","NC,OS,P,S,TS","Guidelines for networking > Network design and configuration > Functional separation between servers"
"ism-1479","Control: ism-1479","Servers minimise communications with other servers at the network and file system level.","NC,OS,P,S,TS","Guidelines for networking > Network design and configuration > Functional separation between servers"
"ism-1781","Control: ism-1781","All data communicated over network infrastructure is encrypted.","NC,OS,P,S,TS","Guidelines for networking > Network design and configuration > Network encryption"
"ism-0521","Control: ism-0521","IPv6 functionality is disabled in dual-stack network devices unless it is being used.","NC,OS,P,S,TS","Guidelines for networking > Network design and configuration > Using Internet Protocol version 6"
"ism-1186","Control: ism-1186","IPv6 capable network security appliances are used on IPv6 and dual-stack networks.","NC,OS,P,S,TS","Guidelines for networking > Network design and configuration > Using Internet Protocol version 6"
"ism-1428","Control: ism-1428","Unless explicitly required, IPv6 tunnelling is disabled on all network devices.","NC,OS,P,S,TS","Guidelines for networking > Network design and configuration > Using Internet Protocol version 6"
"ism-1429","Control: ism-1429","IPv6 tunnelling is blocked by network security appliances at externally-connected network boundaries.","NC,OS,P,S,TS","Guidelines for networking > Network design and configuration > Using Internet Protocol version 6"
"ism-1430","Control: ism-1430","Dynamically assigned IPv6 addresses are configured with Dynamic Host Configuration Protocol version 6 in a stateful manner with lease data stored in a centralised event logging facility.","NC,OS,P,S,TS","Guidelines for networking > Network design and configuration > Using Internet Protocol version 6"
"ism-0520","Control: ism-0520","Network access controls are implemented on networks to prevent the connection of unauthorised network devices and networked IT equipment.","NC,OS,P,S,TS","Guidelines for networking > Network design and configuration > Network access controls"
"ism-1182","Control: ism-1182","Network access controls are implemented to limit the flow of network traffic within and between network segments to only that required for business purposes.","NC,OS,P,S,TS","Guidelines for networking > Network design and configuration > Network access controls"
"ism-1006","Control: ism-1006","Security measures are implemented to prevent unauthorised access to network management traffic.","NC,OS,P,S,TS","Guidelines for networking > Network design and configuration > Network management traffic"
"ism-1962","Control: ism-1962","SMB version 1 is not used on networks.","NC,OS,P,S,TS","Guidelines for networking > Network design and configuration > Using the Server Message Block protocol"
"ism-1311","Control: ism-1311","SNMP version 1 and SNMP version 2 are not used on networks.","NC,OS,P,S,TS","Guidelines for networking > Network design and configuration > Using the Simple Network Management Protocol"
"ism-1312","Control: ism-1312","All default SNMP community strings on network devices are changed and write access is disabled.","NC,OS,P,S,TS","Guidelines for networking > Network design and configuration > Using the Simple Network Management Protocol"
"ism-1028","Control: ism-1028","A NIDS or NIPS is deployed in gateways between an organisation’s networks and other networks they do not manage.","NC,OS,P,S,TS","Guidelines for networking > Network design and configuration > Using Network-based Intrusion Detection and Prevention Systems"
"ism-1030","Control: ism-1030","A NIDS or NIPS is located immediately inside the outermost firewall for gateways and configured to generate event logs and alerts for network traffic that contravenes any rule in a firewall ruleset.","NC,OS,P,S,TS","Guidelines for networking > Network design and configuration > Using Network-based Intrusion Detection and Prevention Systems"
"ism-1627","Control: ism-1627","Inbound network connections from anonymity networks are blocked.","NC,OS,P,S,TS","Guidelines for networking > Network design and configuration > Blocking anonymity network traffic"
"ism-1628","Control: ism-1628","Outbound network connections to anonymity networks are blocked.","NC,OS,P,S,TS","Guidelines for networking > Network design and configuration > Blocking anonymity network traffic"
"ism-2017","Control: ism-2017","DNS traffic is encrypted by clients and servers wherever supported.","NC,OS,P,S,TS","Guidelines for networking > Network design and configuration > Encrypted Domain Name System Services"
"ism-1782","Control: ism-1782","A protective DNS service is used to block access to known malicious domain names.","NC,OS,P,S,TS","Guidelines for networking > Network design and configuration > Protective Domain Name System Services"
"ism-1800","Control: ism-1800","Network devices are flashed with trusted firmware before they are used for the first time.","NC,OS,P,S,TS","Guidelines for networking > Network design and configuration > Flashing network devices with trusted firmware before first use"
"ism-1304","Control: ism-1304","Default user accounts or credentials for network devices, including for any pre-configured user accounts, are changed, disabled or removed during initial setup.","NC,OS,P,S,TS","Guidelines for networking > Network design and configuration > Default user accounts and credentials for network devices"
"ism-0534","Control: ism-0534","Unused physical ports on network devices are disabled.","NC,OS,P,S,TS","Guidelines for networking > Network design and configuration > Disabling unused physical ports on network devices"
"ism-1801","Control: ism-1801","Network devices are restarted on at least a monthly basis.","NC,OS,P,S,TS","Guidelines for networking > Network design and configuration > Regularly restarting network devices"
"ism-1963","Control: ism-1963","Security-relevant events for internet-facing network devices are centrally logged.","NC,OS,P,S,TS","Guidelines for networking > Network design and configuration > Network device event logging"
"ism-1964","Control: ism-1964","Security-relevant events for non-internet-facing network devices are centrally logged.","NC,OS,P,S,TS","Guidelines for networking > Network design and configuration > Network device event logging"
"ism-1314","Control: ism-1314","All wireless devices are Wi-Fi Alliance certified.","NC,OS,P,S,TS","Guidelines for networking > Wireless networks > Choosing wireless devices"
"ism-0536","Control: ism-0536","Public wireless networks provided for general public use are segregated from all other organisation networks.","NC,OS,P,S,TS","Guidelines for networking > Wireless networks > Public wireless networks"
"ism-1315","Control: ism-1315","The administrative interface on wireless access points is disabled for wireless network connections.","NC,OS,P,S,TS","Guidelines for networking > Wireless networks > Administrative interfaces for wireless access points"
"ism-1710","Control: ism-1710","Settings for wireless access points are hardened.","NC,OS,P,S,TS","Guidelines for networking > Wireless networks > Default settings"
"ism-1316","Control: ism-1316","Default SSIDs of wireless access points are changed.","NC,OS,P,S,TS","Guidelines for networking > Wireless networks > Default settings"
"ism-1317","Control: ism-1317","SSIDs of non-public wireless networks are not readily associated with an organisation, the location of their premises or the functionality of wireless networks.","NC,OS,P,S,TS","Guidelines for networking > Wireless networks > Default settings"
"ism-1318","Control: ism-1318","SSID broadcasting is not disabled on wireless access points.","NC,OS,P,S,TS","Guidelines for networking > Wireless networks > Default settings"
"ism-1320","Control: ism-1320","MAC address filtering is not used to restrict which devices can connect to wireless networks.","NC,OS,P,S,TS","Guidelines for networking > Wireless networks > Media Access Control address filtering"
"ism-1319","Control: ism-1319","Static addressing is not used for assigning IP addresses on wireless networks.","NC,OS,P,S,TS","Guidelines for networking > Wireless networks > Static addressing"
"ism-1332","Control: ism-1332","WPA3-Enterprise 192-bit mode is used to protect the confidentiality and integrity of all wireless network traffic.","NC,OS,P,S,TS","Guidelines for networking > Wireless networks > Confidentiality and integrity of wireless network traffic"
"ism-1321","Control: ism-1321","802.1X authentication with EAP-TLS, using X.509 certificates, is used for mutual authentication; with all other EAP methods disabled on supplicants and authentication servers.","NC,OS,P,S,TS","Guidelines for networking > Wireless networks > 802.1X authentication"
"ism-1711","Control: ism-1711","User identity confidentiality is used if available with EAP-TLS implementations.","NC,OS,P,S,TS","Guidelines for networking > Wireless networks > 802.1X authentication"
"ism-1322","Control: ism-1322","Evaluated supplicants, authenticators, wireless access points and authentication servers are used in wireless networks.","NC,OS,P,S,TS","Guidelines for networking > Wireless networks > Evaluation of 802.1X authentication implementation"
"ism-1324","Control: ism-1324","Certificates are generated using an evaluated certificate authority or hardware security module.","NC,OS,P,S,TS","Guidelines for networking > Wireless networks > Generating and issuing certificates for authentication"
"ism-1323","Control: ism-1323","Certificates are required for devices and users accessing wireless networks.","NC,OS,P,S,TS","Guidelines for networking > Wireless networks > Generating and issuing certificates for authentication"
"ism-1327","Control: ism-1327","Certificates are protected by logical and physical access controls, encryption, and user authentication.","NC,OS,P,S,TS","Guidelines for networking > Wireless networks > Generating and issuing certificates for authentication"
"ism-1330","Control: ism-1330","The PMK caching period is not set to greater than 1440 minutes (24 hours).","NC,OS,P,S,TS","Guidelines for networking > Wireless networks > Caching 802.1X authentication outcomes"
"ism-1712","Control: ism-1712","The use of FT (802.11r) is disabled unless authenticator-to-authenticator communications are secured by an ASD-Approved Cryptographic Protocol.","NC,OS,P,S,TS","Guidelines for networking > Wireless networks > Fast Basic Service Set Transition"
"ism-1454","Control: ism-1454","Communications between authenticators and a RADIUS server are encapsulated with an additional layer of encryption using RADIUS over Internet Protocol Security or RADIUS over Transport Layer Security.","NC,OS,P,S,TS","Guidelines for networking > Wireless networks > Remote Authentication Dial-In User Service authentication"
"ism-1334","Control: ism-1334","Wireless networks implement sufficient frequency separation from other wireless networks.","NC,OS,P,S,TS","Guidelines for networking > Wireless networks > Interference between wireless networks"
"ism-1335","Control: ism-1335","Wireless access points enable the use of the 802.11w amendment to protect management frames.","NC,OS,P,S,TS","Guidelines for networking > Wireless networks > Protecting management frames on wireless networks"
"ism-1338","Control: ism-1338","Instead of deploying a small number of wireless access points that broadcast on high power, a greater number of wireless access points that use less broadcast power are deployed to achieve the desired footprint for wireless networks.","NC,OS,P,S,TS","Guidelines for networking > Wireless networks > Wireless network footprint"
"ism-1013","Control: ism-1013","The effective range of wireless communications outside an organisation’s area of control is limited by implementing RF shielding on facilities in which SECRET or TOP SECRET wireless networks are used.","S,TS","Guidelines for networking > Wireless networks > Wireless network footprint"
"ism-1437","Control: ism-1437","Cloud service providers are used for hosting online services.","NC,OS,P,S,TS","Guidelines for networking > Service continuity for online services > Cloud-based hosting of online services"
"ism-1579","Control: ism-1579","Cloud service providers’ ability to dynamically scale resources in response to a genuine spike in demand is discussed and verified as part of capacity and availability planning for online services.","NC,OS,P,S,TS","Guidelines for networking > Service continuity for online services > Capacity and availability planning and monitoring for online services"
"ism-1580","Control: ism-1580","Where a high availability requirement exists for online services, the services are architected to automatically transition between availability zones.","NC,OS,P,S,TS","Guidelines for networking > Service continuity for online services > Capacity and availability planning and monitoring for online services"
"ism-1581","Control: ism-1581","Continuous real-time monitoring of the capacity and availability of online services is performed.","NC,OS,P,S,TS","Guidelines for networking > Service continuity for online services > Capacity and availability planning and monitoring for online services"
"ism-1438","Control: ism-1438","Where a high availability requirement exists for website hosting, CDNs that cache websites are used.","NC,OS,P,S,TS","Guidelines for networking > Service continuity for online services > Using content delivery networks"
"ism-1439","Control: ism-1439","If using CDNs, disclosing the IP addresses of web servers under an organisation’s control (referred to as origin servers) is avoided and access to the origin servers is restricted to the CDNs and authorised management networks.","NC,OS,P,S,TS","Guidelines for networking > Service continuity for online services > Using content delivery networks"
"ism-1431","Control: ism-1431","Denial-of-service attack mitigation strategies are discussed with cloud service providers, specifically:

- their capacity to withstand denial-of-service attacks
- costs likely to be incurred as a result of denial-of-service attacks
- availability monitoring and thresholds for notification of denial-of-service attacks
- thresholds for turning off any online services or functionality during denial-of-service attacks
- pre-approved actions that can be undertaken during denial-of-service attacks
- any arrangements with upstream service providers to block malicious network traffic as far upstream as possible.","NC,OS,P,S,TS","Guidelines for networking > Service continuity for online services > Denial-of-service attack mitigation strategies"
"ism-1436","Control: ism-1436","Critical online services are segregated from other online services that are more likely to be targeted as part of denial-of-service attacks.","NC,OS,P,S,TS","Guidelines for networking > Service continuity for online services > Denial-of-service attack mitigation strategies"
"ism-1432","Control: ism-1432","Domain names for online services are protected via registrar locking and confirming that domain registration details are correct.","NC,OS,P,S,TS","Guidelines for networking > Service continuity for online services > Denial-of-service attack mitigation strategies"
"ism-0499","Control: ism-0499","Communications security doctrine and policy produced by ASD for the management and operation of HACE is complied with.","S,TS","Guidelines for cryptography > Cryptographic fundamentals > Communications security doctrine"
"ism-1802","Control: ism-1802","HACE are issued an Approval for Use by ASD and operated in accordance with the latest version of their associated Australian Communications Security Instructions.","S,TS","Guidelines for cryptography > Cryptographic fundamentals > Approved High Assurance Cryptographic Equipment"
"ism-0507","Control: ism-0507","Cryptographic key management processes, and supporting cryptographic key management procedures, are developed, implemented and maintained.","NC,OS,P,S,TS","Guidelines for cryptography > Cryptographic fundamentals > Cryptographic key management processes and procedures"
"ism-1080","Control: ism-1080","An ASD-Approved Cryptographic Algorithm (AACA) or high assurance cryptographic algorithm is used when encrypting media.","NC,OS,P,S,TS","Guidelines for cryptography > Cryptographic fundamentals > Encrypting data at rest"
"ism-0459","Control: ism-0459","Full disk encryption, or partial encryption where access controls will only allow writing to the encrypted partition, is implemented when encrypting data at rest.","NC,OS,P,S,TS","Guidelines for cryptography > Cryptographic fundamentals > Encrypting data at rest"
"ism-0469","Control: ism-0469","An ASD-Approved Cryptographic Protocol (AACP) or high assurance cryptographic protocol is used to protect data when communicated over network infrastructure.","NC,OS,P,S,TS","Guidelines for cryptography > Cryptographic fundamentals > Encrypting data in transit"
"ism-0457","Control: ism-0457","Cryptographic equipment, applications or libraries that have completed a Common Criteria evaluation against an ASD-endorsed Protection Profile are used when encrypting media that contains OFFICIAL: Sensitive or PROTECTED data.","OS,P","Guidelines for cryptography > Cryptographic fundamentals > Cryptographic implementation assurance"
"ism-0460","Control: ism-0460","HACE is used when encrypting media that contains SECRET or TOP SECRET data.","S,TS","Guidelines for cryptography > Cryptographic fundamentals > Cryptographic implementation assurance"
"ism-0465","Control: ism-0465","Cryptographic equipment, applications or libraries that have completed a Common Criteria evaluation against an ASD-endorsed Protection Profile are used to protect OFFICIAL: Sensitive or PROTECTED data when communicated over insufficiently secure networks, outside of appropriately secure areas or via public network infrastructure.","OS,P","Guidelines for cryptography > Cryptographic fundamentals > Cryptographic implementation assurance"
"ism-0467","Control: ism-0467","HACE is used to protect SECRET and TOP SECRET data when communicated over insufficiently secure networks, outside of appropriately secure areas or via public network infrastructure.","S,TS","Guidelines for cryptography > Cryptographic fundamentals > Cryptographic implementation assurance"
"ism-0455","Control: ism-0455","Where practical, cryptographic equipment, applications and libraries provide a means of data recovery to allow for circumstances where the encryption key is unavailable due to loss, damage or failure.","NC,OS,P,S,TS","Guidelines for cryptography > Cryptographic fundamentals > Data recovery"
"ism-0462","Control: ism-0462","When a user authenticates to the encryption functionality of IT equipment or media, it is treated in accordance with its original sensitivity or classification until the user deauthenticates from the encryption functionality.","NC,OS,P,S,TS","Guidelines for cryptography > Cryptographic fundamentals > Handling encrypted IT equipment and media"
"ism-0501","Control: ism-0501","Keyed cryptographic equipment is transported based on the sensitivity or classification of its keying material.","NC,OS,P,S,TS","Guidelines for cryptography > Cryptographic fundamentals > Transporting cryptographic equipment"
"ism-0142","Control: ism-0142","The compromise or suspected compromise of cryptographic equipment or associated keying material is reported to the chief information security officer, or one of their delegates, as soon as possible after it occurs.","NC,OS,P,S,TS","Guidelines for cryptography > Cryptographic fundamentals > Reporting cryptographic-related cyber security incidents"
"ism-1091","Control: ism-1091","Keying material is changed when compromised or suspected of being compromised.","NC,OS,P,S,TS","Guidelines for cryptography > Cryptographic fundamentals > Reporting cryptographic-related cyber security incidents"
"ism-0471","Control: ism-0471","Only AACAs or high assurance cryptographic algorithms are used by cryptographic equipment, applications and libraries.","NC,OS,P,S,TS","Guidelines for cryptography > ASD-Approved Cryptographic Algorithms > Using ASD-Approved Cryptographic Algorithms"
"ism-0994","Control: ism-0994","ECDH is used in preference to DH.","NC,OS,P,S,TS","Guidelines for cryptography > ASD-Approved Cryptographic Algorithms > Asymmetric cryptographic algorithms"
"ism-0472","Control: ism-0472","When using DH for agreeing on encryption session keys, a modulus of at least 2048 bits is used, preferably 3072 bits.","NC,OS,P","Guidelines for cryptography > ASD-Approved Cryptographic Algorithms > Using Diffie-Hellman"
"ism-1759","Control: ism-1759","When using DH for agreeing on encryption session keys, a modulus of at least 3072 bits is used, preferably 3072 bits.","S,TS","Guidelines for cryptography > ASD-Approved Cryptographic Algorithms > Using Diffie-Hellman"
"ism-1629","Control: ism-1629","When using DH for agreeing on encryption session keys, a modulus and associated parameters are selected according to NIST SP 800-56A Rev. 3.","NC,OS,P,S,TS","Guidelines for cryptography > ASD-Approved Cryptographic Algorithms > Using Diffie-Hellman"
